movement_key,id_cliente,movement_date,product,fund,type,amount,description,commercial_name
3b40210bcb7b1facd687215aaf45612a9ac90183d2c0d522e43c98f38388244a,CLI000347,2024-10-06,Acciones,Balanceado,IN,49835566.87,Ajuste por valoración,Scotiabank
ab5003f5f4878c2edd05dfbaf7c0598cfecc12bc6061b64ed655fd779517af8c,CLI000091,2024-09-24,Fondo de Inversión,Crecimiento,OUT,49835520.81,Comisión de administración,BTG Pactual
3a8e6a2e5ac13f1713ba00af498b79f91c2141d0d562e1f24195ecea112dca17,CLI001373,2024-10-15,Fondo de Pensión,Crecimiento,OUT,49834038.95,Rendimiento del período,Davivienda
e378e28cd629aa165bbeb8fbede72d3a1b2cafebaef629da9d9e80e61fc5cc2c,CLI002054,2024-10-05,Cuenta de Ahorro,Mercado Monetario,IN,49833603.6,Redención anticipada,Skandia
a33d77fe01543dc364700e3b5fc7a02a9b6672d4862766fa8690d3dda2d41154,CLI000251,2024-10-06,Cuenta de Ahorro,Internacional,IN,49831690.99,Compra de activo,Skandia
e5a81ff6575c0475840076f66b433e24447559c9dd28856e3911eae614e65162,CLI001489,2024-10-07,ETF,Renta Variable,OUT,49830451.17,Venta de activo,Scotiabank
a513ac53e1c595bc9245361838636317de08fa35647477b32dbac8ce0cb09f12,CLI000690,2024-09-19,ETF,Mercado Monetario,OUT,49829477.46,Comisión de administración,Fiduciaria Bogotá
f2549b10fda835e2fe8039e6f268378cd79b720ec3c9a1ec5e9e6bd4055d4743,CLI001886,2024-10-04,Divisas,Conservador,IN,49829397.09,Compra de activo,Bancolombia
72db0e1889aee4e7ca291d83eba1bf0f1925ae9dab0eceb541d1259657f2cda1,CLI001762,2024-09-30,Fondo de Inversión,Internacional,IN,49828027.77,Traslado entre fondos,Davivienda
0daf61bd89457119264bcfc503ed5e41b4f43f7b52ea67ab9103cac4d562a046,CLI002758,2024-09-24,ETF,Conservador,IN,49826149.44,Rendimiento del período,BBVA
37dae9557cee97636c44070472b1bb005b6567124d32de473f39cfa501985005,CLI002741,2024-09-20,Bonos,Renta Fija,OUT,49825382.28,Venta de activo,Corficolombiana
66c359361fffe1c1b83d30507d3b354c71e1300fc0530395569e80bfb31e8635,CLI002623,2024-10-05,Bonos,Internacional,IN,49824955.07,Redención anticipada,Scotiabank
1529a99217bedad5b75a67f9ad003cb6186a9f32ea77815af1b41357579f40df,CLI002426,2024-09-18,Acciones,Conservador,IN,49820590.3,Ajuste por valoración,Itaú
87adcfaf6e1720df6b0512692a0b20188db3dbb0488e795597b0205274992f11,CLI001611,2024-10-09,Divisas,Internacional,OUT,49818553.82,Redención anticipada,Davivienda
6a37ba2bd731f42c0b437f07af48e5666af4a0804a64edd6e7ea821c1339ced9,CLI000537,2024-09-23,CDT,Internacional,OUT,49816693.37,Reinversión automática,Scotiabank
8b5087019cb583da5f30d9a0fd9a91f3d679d70032344421c4340a83ef460941,CLI002986,2024-09-18,CDT,Balanceado,OUT,49816031.44,Traslado entre fondos,Scotiabank
f323122896cc087d54410cd2e131a872798c24198a64be9d449911b810680d50,CLI002182,2024-09-22,Fondo de Pensión,Renta Variable,IN,49815392.2,Redención anticipada,Fiduciaria Bogotá
5fdd728ff6401282ac22d62cd948e3229d35cb7e46701d11c1cfbf280d316e10,CLI001216,2024-10-02,Acciones,Mercado Monetario,IN,49811521.32,Retiro parcial,Scotiabank
224578022a36560fe320921e096cd427e83fc0ad48eb0a5a25fea4727a7a3008,CLI001035,2024-10-12,Cuenta de Ahorro,Renta Fija,IN,49809368.42,Compra de activo,Bancolombia
953ae38cd0ceaa175bec7339c43b01d90ffa886100efe765872f4cccc028653a,CLI003000,2024-10-15,Cuenta de Ahorro,Conservador,IN,49809332.79,Compra de activo,BBVA
dcc7171eaaebf21452815a7bf62e75e8057fd3fd82c1c0aca89a191e244f4fe9,CLI001386,2024-10-16,Cuenta de Ahorro,Renta Fija,OUT,49809034.13,Redención anticipada,Corficolombiana
aa20c2a532865fd829d57e66cf95903b5dac764cc101dffe3e93ecc5fa3f0843,CLI000011,2024-10-01,Cuenta de Ahorro,Mercado Monetario,IN,49808848.79,Retiro parcial,BBVA
340affdc70dd65ade68586fa96e0a907c78035c8d7ead80d57e2d8ab753924e4,CLI000828,2024-10-04,Cuenta de Ahorro,Crecimiento,OUT,49804011.87,Reinversión automática,Bancolombia
855c7a792e5f88e045f3abe18b93a108557d01508a2b46edaad53f226a91b5f7,CLI000255,2024-09-27,Acciones,Crecimiento,OUT,49803264.17,Retiro parcial,Bancolombia
d34f07eaa271448701b4de0b0abef0036c363e29020198f114ee1e9e9005c043,CLI002278,2024-10-04,CDT,Renta Variable,OUT,49801529.14,Ajuste por valoración,
d000e033c487eaa729aea89d48f27913e1ba39870a21bd07b14d56b21ce45d29,CLI001217,2024-10-11,CDT,Renta Fija,IN,49800928.25,Traslado entre fondos,Itaú
f41be2da89c5d90e9f4dc2b6937728658573846b38946dead490bc1b70e0185d,CLI000292,2024-10-09,ETF,Internacional,IN,49800638.41,Redención anticipada,Itaú
81bc5bf13249ac1e4c5838b2db8a6518c33337174f10b3122f5cafb30b76054e,CLI001932,2024-09-24,ETF,Renta Fija,OUT,49800616.96,Redención anticipada,Fiduciaria Bogotá
db20401c3809578fc817960f8b02f31da8264551e4b66ad5b4719993c37ef114,CLI000046,2024-10-12,ETF,Crecimiento,OUT,49799988.25,Ajuste por valoración,Davivienda
85dfe6c9763d897708b36ec10dc13eda6a4cd2f05d8b1fa0f7a010ca19a13ad6,CLI002007,2024-09-27,CDT,Mercado Monetario,OUT,49799724.57,Ajuste por valoración,Scotiabank
9e4abbed1e06861324410a6e71c0714ab6e351a401f2e5a89aa0ec107c2b41e6,CLI001271,2024-09-20,Cuenta de Ahorro,Renta Fija,OUT,49797847.91,Retiro parcial,
85e79813486040d335498a5394b60bf231e7857f3c624c2598125889ca40ece6,CLI001044,2024-10-12,Fondo de Pensión,Renta Variable,IN,49797023.64,Traslado entre fondos,
dedad1b97f5f629f84136483ddb667f7efee4771bcedc6e0f7db902c1b6a1afd,CLI001175,2024-09-20,Cuenta de Ahorro,Crecimiento,OUT,49794453.52,Traslado entre fondos,BTG Pactual
f653d034ca21eecfddd374cbe6f433c21bc15a97d8c4cdbddad20ea081e64917,CLI000294,2024-09-19,Bonos,Renta Variable,OUT,49792696.65,Rendimiento del período,BBVA
e5bff8962dc5b017f171f9fd3bc6f8dac2bdaba7e2e2f9b2582dd67198f69c5b,CLI001002,2024-10-08,Fondo de Pensión,Mercado Monetario,IN,49786920.36,Redención anticipada,Bancolombia
3b10abeb44c79b46421b1012e2c198959227adbaedf45b6ec6d7a9c0d32c26c8,CLI001574,2024-09-18,Fondo de Pensión,Internacional,IN,49784946.36,Retiro parcial,Valores Bancolombia
b5cce874f375a15334f92c5dcb28f1b85083d9c49f1f6f893bbbba41fddbc5df,CLI001269,2024-09-28,Acciones,Internacional,OUT,49784491.71,Comisión de administración,
b081a068b58cde8c35991cfb32c37267c5a1a83229ae828e369db384a228b962,CLI001823,2024-09-30,Fondo de Inversión,Balanceado,OUT,49783983.62,Comisión de administración,Bancolombia
0b4c196427511fe01be78488dd41096754069a8b43dc1a50d1f2885777f7ffb1,CLI002249,2024-09-22,Fondo de Pensión,Mercado Monetario,IN,49783962.71,Rendimiento del período,
2f2e75b45136b5aaa0e0032c525bdfc2547dd0be49fe3c7e440e033e7318173e,CLI001400,2024-10-04,Divisas,Renta Variable,OUT,49778353.52,Venta de activo,Fiduciaria Bogotá
7377eab97de4b586c5475872bbff7cf7b2b23ccbf8410d73abbeb464142cd5ab,CLI001019,2024-10-03,Fondo de Pensión,Crecimiento,IN,49777552.93,Redención anticipada,BTG Pactual
ce678f815b29bf44e2f294fc0f413d5649c5ea51672cfdc11dce8a2a4bf06afe,CLI001279,2024-09-26,Fondo de Inversión,Crecimiento,IN,49777231.02,Venta de activo,Fiduciaria Bogotá
9aeb540c678c797aa26eab8e294f765bed78745c33e047b4f019b2b003aa05ba,CLI001541,2024-10-02,Fondo de Inversión,Conservador,IN,49775924.93,Retiro parcial,BTG Pactual
96f657b70901fd5c52979f93f7ed584ba9d7c233b421e9eca45623751aea1a94,CLI000090,2024-09-25,ETF,Renta Fija,IN,49775772.41,Comisión de administración,Itaú
260c942c1cabf0a2b502fbc23acb1f0ee71e7ccb8e66c5907b1742ff7bb8417b,CLI001435,2024-10-07,CDT,Balanceado,IN,49775124.42,Reinversión automática,Valores Bancolombia
5ffff1aff777afb1864ae974214ede488402946a92ea637caa2bcb2bc60c9dfd,CLI002455,2024-09-30,Fondo de Pensión,Conservador,IN,49774922.66,Comisión de administración,Scotiabank
7a779597d86a19ebd11ebaf587615d05cdef4613bfbbf28040001d6481dbda1b,CLI001085,2024-09-25,Bonos,Crecimiento,IN,49774372.57,Venta de activo,Itaú
1603f88526318a6ba643d59f21a24a8a54de8a2cea1af842e09dc1e09ca6be07,CLI001308,2024-10-03,Divisas,Internacional,OUT,49773504.23,Compra de activo,Scotiabank
a1f841f8b3e7d5211fc697d49f5b09bed0c250e4045ae2d889e9ebfa01b49e5e,CLI001211,2024-10-14,Divisas,Renta Fija,IN,49771815.37,Traslado entre fondos,Valores Bancolombia
3fd7cecc7d7bace8147dedc66a64d94feb0bbde2453a5783971cc34451fd689f,CLI001490,2024-09-18,Fondo de Inversión,Renta Fija,IN,49768905.83,Rendimiento del período,Bancolombia
