change_id,snapshot_date,change_type,movement_key,amount_before,amount_after,amount_delta,id_cliente,fund,product,type,commercial_name
926,2024-10-15,NEW,62b7bc6846a756aa8cbd5e78108abb4d8aa40a260453058240d5d94bb9e83331,,49908725.76,49908725.76,CLI000921,Renta Variable,Fondo de Pensión,OUT,Davivienda
40499,2024-10-15,NEW,679c439490bdf3103a40e78ecc08865e3e484347b683d62c5e302e8cf374b126,,49908658.58,49908658.58,CLI002143,Mercado Monetario,CDT,OUT,Davivienda
18117,2024-10-15,NEW,22ebeca330adf4259c2d00f42445d30dcbc246d872a9552ce4549f110929a10b,,49907634.54,49907634.54,CLI001976,Internacional,ETF,OUT,BBVA
31333,2024-10-15,NEW,083fa89fe3092f0adba59996bd82854a442ec4f34bb029729edef5f2156b91b8,,49907432.17,49907432.17,CLI000007,Balanceado,CDT,IN,
28125,2024-10-15,NEW,4dae49918ad45a56bb17a1ed07a7ae22997e470fe637f80a7c1a8b5ec9fd4a3a,,49905855.26,49905855.26,CLI000869,Mercado Monetario,Fondo de Inversión,IN,Scotiabank
24410,2024-10-15,NEW,3f616dc1c5638d1c46f1315167809a4d6eac28fdf06ce99deeb6248b619a9e00,,-49905610.23,-49905610.23,CLI002203,Renta Fija,ETF,IN,BTG Pactual
38832,2024-10-15,NEW,a5c7998ab2abfa7d192613afc9f6160978ea69a5a56183b2a5048a2948259e45,,49904933.7,49904933.7,CLI001487,Balanceado,Acciones,OUT,
23690,2024-10-15,NEW,7d8f5499ba51d7dacab0a10b1664cccb95f6172a5934c5e2513a641ef0c3d642,,49903805.41,49903805.41,CLI001542,Mercado Monetario,CDT,OUT,Valores Bancolombia
63590,2024-10-16,NEW,997d1de35ba412764dfb8f77b0aed158f3d481cddceb5061ab45b61a468b1bbb,,49903408.63,49903408.63,CLI001688,Internacional,Cuenta de Ahorro,OUT,
39019,2024-10-15,NEW,7dc135f8a26ba508d6e70b7a19abc0e459d71c0fc1c7937ccc8a40c53a3fe553,,49903317.12,49903317.12,CLI001704,Internacional,Divisas,OUT,
60580,2024-10-16,DELETED,bd8bd467ab0380544e931a3ed26566957872c4449078f580b1abcf32d3c937f1,49902952.3,,-49902952.3,CLI002511,Conservador,Fondo de Pensión,OUT,Davivienda
40861,2024-10-15,NEW,bd8bd467ab0380544e931a3ed26566957872c4449078f580b1abcf32d3c937f1,,49902952.3,49902952.3,CLI002511,Conservador,Fondo de Pensión,OUT,Davivienda
65429,2024-10-16,NEW,3ab5b8da806b2d4a4b490201092aec9a80e78498ed7b358023a8c5620045f1c7,,49902520.15,49902520.15,CLI000581,Conservador,CDT,OUT,Davivienda
35642,2024-10-15,NEW,7b4822fa044c8c9fc949058ea4f386c207774117108c1a261fc609b115894222,,49902193.14,49902193.14,CLI002230,Crecimiento,Divisas,IN,Bancolombia
20630,2024-10-15,NEW,0c9b53168600e4ae1c0f23723be51fb2b5f03706e72e73110e6b1f66a395307d,,49901978.9,49901978.9,CLI001510,Mercado Monetario,Cuenta de Ahorro,OUT,Scotiabank
47011,2024-10-15,NEW,f7c00240ac09e77fc5688b7ff1a04f4f020baf8bf5ec63353cdd5a5658fd4dd9,,49901171.1,49901171.1,CLI000600,Crecimiento,Fondo de Inversión,OUT,Valores Bancolombia
62419,2024-10-16,DELETED,f7c00240ac09e77fc5688b7ff1a04f4f020baf8bf5ec63353cdd5a5658fd4dd9,49901171.1,,-49901171.1,CLI000600,Crecimiento,Fondo de Inversión,OUT,Valores Bancolombia
49486,2024-10-16,DELETED,2e81b46186eb1c809442193aa82c25a433c2b89923c5075bc98e0420ce850a02,49900711.86,,-49900711.86,CLI001454,Balanceado,Fondo de Inversión,OUT,BTG Pactual
3398,2024-10-15,NEW,2e81b46186eb1c809442193aa82c25a433c2b89923c5075bc98e0420ce850a02,,49900711.86,49900711.86,CLI001454,Balanceado,Fondo de Inversión,OUT,BTG Pactual
72293,2024-10-16,NEW,7c002c4155b3b1d69340d6abc934dda3cc467068ec8df2e86b42d2620b25af65,,49899131.36,49899131.36,CLI000499,Renta Variable,ETF,OUT,Corficolombiana
8173,2024-10-15,NEW,677bd6f85b630d4fde87b180821ab4b14d747468b1481fdc393c52ba105e1243,,49898226.84,49898226.84,CLI002066,Conservador,Acciones,IN,Davivienda
15156,2024-10-15,NEW,7acd61f9b7f2c9c62a0b08599dbc95dc7892d71b07a090efa53c5d78add82013,,49897783.04,49897783.04,CLI001042,Conservador,Fondo de Inversión,OUT,
48043,2024-10-15,NEW,1c16dab067a1cdd9e2f0a4b4bb05814ddbfe59565eaa2379716fd29bf503b966,,49896784.92,49896784.92,CLI001619,Crecimiento,Fondo de Inversión,IN,Skandia
27065,2024-10-15,NEW,579766ac07efd9fb8db6759776996d660d905bcfbc92e511e22c6ddeeb360e2f,,49896230.47,49896230.47,CLI001855,Renta Fija,Fondo de Inversión,IN,Fiduciaria Bogotá
39360,2024-10-15,NEW,47a7a69ee719180c7df731804e18ef420dfd8a4c019f584a236631e627522588,,49895413.49,49895413.49,CLI002057,Mercado Monetario,Fondo de Pensión,IN,Corficolombiana
38480,2024-10-15,NEW,fa84e56a226b00d0063175eac56713c5d0b5dd493d77008f7c654fccad75a189,,-49895180.91,-49895180.91,CLI001145,Mercado Monetario,Fondo de Inversión,IN,Scotiabank
13426,2024-10-15,NEW,b760543198ce0f79fb1ccd66add14f0f488d71394e7386e576f0c6ee47bf1952,,49894715.32,49894715.32,CLI002331,Renta Variable,Fondo de Inversión,IN,Skandia
27556,2024-10-15,NEW,c3ffa49e92e7397408ab09d6da928dc106b905abaa0686e1f5331530f7ebfe52,,49894339.1,49894339.1,CLI000317,Crecimiento,CDT,OUT,Valores Bancolombia
33492,2024-10-15,NEW,21ca5a1cc1d2d02a1dd14cdf5902ee9d9de54994536ce3787058cdc3c1c10e39,,49894098.63,49894098.63,CLI000108,Mercado Monetario,Acciones,IN,
25706,2024-10-15,NEW,7a9a586b49c40170d9cb4fdcc61fcbb0ed20e76c3543899e9ebdb9325270848f,,49893537.46,49893537.46,CLI000528,Renta Variable,Cuenta de Ahorro,OUT,BBVA
22242,2024-10-15,NEW,65926d5a3cd7fd3718f9022e80725551a7d1af5cb9a6cae277836c9a86fbf011,,49890422.69,49890422.69,CLI000076,Internacional,Fondo de Inversión,IN,Scotiabank
30994,2024-10-15,NEW,0edd20678000f40183d9f5c90bee2f4a5d566ff846bbcf6cdc76fe6b04cf5e08,,49889928.25,49889928.25,CLI001697,Renta Fija,Fondo de Pensión,IN,Skandia
72297,2024-10-16,NEW,23e8f509c0da04deb875352c7fc49e3dc5e0e3fe93d0ae7de568865262ccc8ec,,49889309.76,49889309.76,CLI000897,Renta Fija,Bonos,OUT,Fiduciaria Bogotá
50578,2024-10-16,DELETED,99c565c1322784db6ff16b75c839a137cf4ea0c87bd205223d7ed76faad8a72b,49889193.25,,-49889193.25,CLI002008,Conservador,ETF,OUT,
7021,2024-10-15,NEW,99c565c1322784db6ff16b75c839a137cf4ea0c87bd205223d7ed76faad8a72b,,49889193.25,49889193.25,CLI002008,Conservador,ETF,OUT,
65883,2024-10-16,NEW,ca8f8cd2982504cceceaa0b60c6d14d5d8323a9eac458e658c3b08f01776c02e,,49888944.0,49888944.0,CLI002232,Crecimiento,Fondo de Pensión,IN,
14818,2024-10-15,NEW,39dc0d9c7351d0bfb91250ccd6dd961b9f71d8a661787ddad48b0a5ea76861f6,,49888905.52,49888905.52,CLI000707,Internacional,Cuenta de Ahorro,IN,Corficolombiana
48880,2024-10-16,DELETED,970a4a31e6bb0ab53998c565a7caf28876f09ce9f833921e09b2332d7177a8fc,49886914.39,,-49886914.39,CLI001341,Crecimiento,CDT,IN,Itaú
1322,2024-10-15,NEW,970a4a31e6bb0ab53998c565a7caf28876f09ce9f833921e09b2332d7177a8fc,,49886914.39,49886914.39,CLI001341,Crecimiento,CDT,IN,Itaú
21096,2024-10-15,NEW,eb435b89626ffd90353b159b45ebf6178758c9cfe5c2e01f08ffde04e9e53788,,49885038.6,49885038.6,CLI001952,Mercado Monetario,Fondo de Inversión,IN,BTG Pactual
69576,2024-10-16,NEW,29c08f8ede85b108ff9a47bd03e853c66a649b9911fa9d10917ce5597beabdce,,49883440.84,49883440.84,CLI002423,Crecimiento,Acciones,OUT,BTG Pactual
29182,2024-10-15,NEW,1de8d0b9aa0af5a4ae5800352cf56eb382f7216b748a6703aa752c6efdcd3625,,49880532.76,49880532.76,CLI001936,Internacional,Divisas,IN,BTG Pactual
972,2024-10-15,NEW,17e69513dbd68b3724ebb4e7cfa0d9bc208ec4cc1aa7d962688717ce4c415f4d,,49880288.2,49880288.2,CLI000966,Conservador,ETF,OUT,
7140,2024-10-15,NEW,234c2d4209da730df849510b707412e7e3cb226de6dd7154b4de18e92d03544e,,49879405.6,49879405.6,CLI002028,Conservador,Acciones,OUT,Bancolombia
45962,2024-10-15,NEW,2900d36db777e87d72bd6f7c2f2ebe655b75bdcc2e965b641bef089ad4e2db0e,,49878353.81,49878353.81,CLI001615,Internacional,Bonos,OUT,Corficolombiana
54403,2024-10-16,DELETED,207e90ce1556bd26e67ee4e56098efc7cd16adde5caa8a4cb6ece3fcc92e22cc,49876315.28,,-49876315.28,CLI000749,Conservador,Cuenta de Ahorro,IN,Itaú
19912,2024-10-15,NEW,207e90ce1556bd26e67ee4e56098efc7cd16adde5caa8a4cb6ece3fcc92e22cc,,49876315.28,49876315.28,CLI000749,Conservador,Cuenta de Ahorro,IN,Itaú
13937,2024-10-15,NEW,4abfbb70457c37a1a02413ab7b37b394d18a07bfa3d07960aa7113346b26195b,,49875547.66,49875547.66,CLI002858,Renta Variable,Fondo de Pensión,OUT,Davivienda
62418,2024-10-16,DELETED,72b5603a652f886722deed74d450dee99c3b7a9c05656fe2904e11b8abc7f985,49873871.45,,-49873871.45,CLI000597,Renta Variable,ETF,OUT,
47009,2024-10-15,NEW,72b5603a652f886722deed74d450dee99c3b7a9c05656fe2904e11b8abc7f985,,49873871.45,49873871.45,CLI000597,Renta Variable,ETF,OUT,
26399,2024-10-15,NEW,1acf2193399f40d77d8a7aa5f457204541a4ccc6f2678e07d440900315aec796,,49872554.09,49872554.09,CLI001200,Renta Fija,Bonos,OUT,BBVA
16694,2024-10-15,NEW,6038be741bcdd03646a9e2c0985f38c6f396d04ac8197dfabc62255cebb6e69c,,49871877.83,49871877.83,CLI000570,Balanceado,Bonos,IN,Skandia
51900,2024-10-16,DELETED,e176f41f26de74e52a713ef4c1db97aaaf1a53949c54570b64fd48d143ba2c95,49871720.85,,-49871720.85,CLI002590,Balanceado,CDT,OUT,Scotiabank
11646,2024-10-15,NEW,e176f41f26de74e52a713ef4c1db97aaaf1a53949c54570b64fd48d143ba2c95,,49871720.85,49871720.85,CLI002590,Balanceado,CDT,OUT,Scotiabank
10016,2024-10-15,NEW,6d85faa9fa58459f6036750848b21b994137b92a025ca30b4e16d651274f4ed5,,49871298.72,49871298.72,CLI002944,Renta Variable,CDT,IN,Davivienda
16339,2024-10-15,NEW,aeecd1f9494878f92c2fdd69e924d8d4aca4bf51cdb477ec0ba0e3077eec74eb,,49870428.2,49870428.2,CLI000205,Internacional,Acciones,IN,BBVA
51162,2024-10-16,DELETED,4d6fd0213bc4ac4fbbadfc8480e08ebfa88e8ab016d754bc7f2353075d29730f,49870331.64,,-49870331.64,CLI002791,Conservador,Fondo de Pensión,IN,
8918,2024-10-15,NEW,4d6fd0213bc4ac4fbbadfc8480e08ebfa88e8ab016d754bc7f2353075d29730f,,49870331.64,49870331.64,CLI002791,Conservador,Fondo de Pensión,IN,
23668,2024-10-15,NEW,94c1c1ce3fefa3c57e245008e5adf98e7e27f33dec205ae0b7ce51a51c42fdfa,,49870119.88,49870119.88,CLI001516,Mercado Monetario,Fondo de Inversión,IN,Bancolombia
21765,2024-10-15,NEW,a93be1fa20282bd801f46d1a9383cf5291b5042c00500329488b8511a0bbbbcb,,49869378.19,49869378.19,CLI002584,Balanceado,Acciones,OUT,Corficolombiana
54972,2024-10-16,DELETED,a93be1fa20282bd801f46d1a9383cf5291b5042c00500329488b8511a0bbbbcb,49869378.19,,-49869378.19,CLI002584,Balanceado,Acciones,OUT,Corficolombiana
4522,2024-10-15,NEW,ecdc1c8970b7169d991297b8c4bcbb3d2ebb99428a9f936b8522eb26d157ef9c,,49868217.29,49868217.29,CLI002518,Conservador,ETF,IN,Bancolombia
